"id","value","value_type_code","unit_code","calculation_code","industry_branch_code","payroll_year","payroll_quarter"
741375372,14798,5958,200,100,N,2009,2
741375373,15046,5958,200,100,N,2009,3
741375374,15762,5958,200,100,N,2009,4
741375378,14777,5958,200,100,N,2010,1
741375379,14923,5958,200,100,N,2010,2
741375380,15160,5958,200,100,N,2010,3
741375381,16028,5958,200,100,N,2010,4
741375385,15125,5958,200,100,N,2011,1
741375386,15357,5958,200,100,N,2011,2
741375387,15461,5958,200,100,N,2011,3
741375388,16094,5958,200,100,N,2011,4
741375392,15661,5958,200,100,N,2012,1
741375393,15781,5958,200,100,N,2012,2
741375394,15776,5958,200,100,N,2012,3
741375395,16522,5958,200,100,N,2012,4
741375399,15482,5958,200,100,N,2013,1
741375400,15811,5958,200,100,N,2013,2
741375401,16112,5958,200,100,N,2013,3
741375402,16699,5958,200,100,N,2013,4
741375418,13197,5958,200,100,O,2000,1
741375419,15763,5958,200,100,O,2000,2
741375420,14106,5958,200,100,O,2000,3
741375421,17248,5958,200,100,O,2000,4
741375425,14429,5958,200,100,O,2001,1
741375426,17231,5958,200,100,O,2001,2
741375427,15268,5958,200,100,O,2001,3
741375428,18912,5958,200,100,O,2001,4
741375432,15222,5958,200,100,O,2002,1
741375433,19102,5958,200,100,O,2002,2
741375434,17040,5958,200,100,O,2002,3
741375435,20817,5958,200,100,O,2002,4
741375439,17060,5958,200,100,O,2003,1
741375440,20578,5958,200,100,O,2003,2
741375441,18010,5958,200,100,O,2003,3
741375442,22160,5958,200,100,O,2003,4
741375446,18542,5958,200,100,O,2004,1
741375447,20218,5958,200,100,O,2004,2
741375448,19541,5958,200,100,O,2004,3
741375449,23540,5958,200,100,O,2004,4
741375453,20562,5958,200,100,O,2005,1
741375454,21555,5958,200,100,O,2005,2
741375455,21441,5958,200,100,O,2005,3
741375456,23756,5958,200,100,O,2005,4
741375460,21695,5958,200,100,O,2006,1
741375461,22765,5958,200,100,O,2006,2
741375462,22514,5958,200,100,O,2006,3
741375463,24437,5958,200,100,O,2006,4
741375467,23199,5958,200,100,O,2007,1
741375468,24261,5958,200,100,O,2007,2
741375469,24301,5958,200,100,O,2007,3
741375470,26600,5958,200,100,O,2007,4
741375474,23920,5958,200,100,O,2008,1
741375475,25034,5958,200,100,O,2008,2
741375476,25264,5958,200,100,O,2008,3
741375477,28818,5958,200,100,O,2008,4
741375481,24784,5958,200,100,O,2009,1
741375482,25817,5958,200,100,O,2009,2
741375483,26332,5958,200,100,O,2009,3
741375484,29288,5958,200,100,O,2009,4
741375488,25553,5958,200,100,O,2010,1
741375489,26185,5958,200,100,O,2010,2
741375490,25918,5958,200,100,O,2010,3
741375491,28226,5958,200,100,O,2010,4
741375495,24498,5958,200,100,O,2011,1
741375496,25385,5958,200,100,O,2011,2
741375497,25835,5958,200,100,O,2011,3
741375498,27831,5958,200,100,O,2011,4
741375502,25033,5958,200,100,O,2012,1
741375503,25933,5958,200,100,O,2012,2
741375504,26023,5958,200,100,O,2012,3
741375505,28152,5958,200,100,O,2012,4
741375509,25024,5958,200,100,O,2013,1
741375510,26279,5958,200,100,O,2013,2
741375511,25910,5958,200,100,O,2013,3
741375512,27961,5958,200,100,O,2013,4
741375528,9646,5958,200,100,P,2000,1
741375529,11638,5958,200,100,P,2000,2
741375530,10662,5958,200,100,P,2000,3
741375531,13025,5958,200,100,P,2000,4
741375535,10586,5958,200,100,P,2001,1
741375536,12834,5958,200,100,P,2001,2
741375537,11914,5958,200,100,P,2001,3
741375538,14235,5958,200,100,P,2001,4
741375542,11252,5958,200,100,P,2002,1
741375543,14265,5958,200,100,P,2002,2
741375544,13191,5958,200,100,P,2002,3
741375545,15634,5958,200,100,P,2002,4
741375549,12982,5958,200,100,P,2003,1
741375550,15799,5958,200,100,P,2003,2
741375551,14386,5958,200,100,P,2003,3
741375552,17797,5958,200,100,P,2003,4
741375556,14520,5958,200,100,P,2004,1
741375557,16029,5958,200,100,P,2004,2
741375558,15655,5958,200,100,P,2004,3
741375559,19166,5958,200,100,P,2004,4
741375563,15439,5958,200,100,P,2005,1
741375564,16701,5958,200,100,P,2005,2
741375565,16852,5958,200,100,P,2005,3
741375566,19336,5958,200,100,P,2005,4
741375570,16471,5958,200,100,P,2006,1
741375571,17831,5958,200,100,P,2006,2
741375572,17856,5958,200,100,P,2006,3
741375573,20631,5958,200,100,P,2006,4
741375577,17498,5958,200,100,P,2007,1
741375578,18893,5958,200,100,P,2007,2
741375579,19238,5958,200,100,P,2007,3
741375580,21655,5958,200,100,P,2007,4
741375584,18083,5958,200,100,P,2008,1
741375585,19487,5958,200,100,P,2008,2
741375586,19850,5958,200,100,P,2008,3
741375587,22970,5958,200,100,P,2008,4
741375591,18988,5958,200,100,P,2009,1
741375592,20638,5958,200,100,P,2009,2
741375593,21190,5958,200,100,P,2009,3
741375594,24627,5958,200,100,P,2009,4
741375598,19448,5958,200,100,P,2010,1
741375599,20508,5958,200,100,P,2010,2
741375600,20625,5958,200,100,P,2010,3
741375601,23131,5958,200,100,P,2010,4
741375605,19674,5958,200,100,P,2011,1
741375606,20869,5958,200,100,P,2011,2
741375607,21160,5958,200,100,P,2011,3
741375608,24306,5958,200,100,P,2011,4
741375612,20445,5958,200,100,P,2012,1
741375613,21143,5958,200,100,P,2012,2
741375614,21578,5958,200,100,P,2012,3
741375615,24484,5958,200,100,P,2012,4
741375619,20359,5958,200,100,P,2013,1
741375620,21609,5958,200,100,P,2013,2
741375621,22172,5958,200,100,P,2013,3
741375622,24979,5958,200,100,P,2013,4
741375638,10022,5958,200,100,Q,2000,1
741375639,11559,5958,200,100,Q,2000,2
741375640,10886,5958,200,100,Q,2000,3
741375641,12721,5958,200,100,Q,2000,4
741375645,11300,5958,200,100,Q,2001,1
741375646,13106,5958,200,100,Q,2001,2
741375647,12369,5958,200,100,Q,2001,3
741375648,14122,5958,200,100,Q,2001,4
741375652,12305,5958,200,100,Q,2002,1
741375653,15031,5958,200,100,Q,2002,2
741375654,14195,5958,200,100,Q,2002,3
741375655,16037,5958,200,100,Q,2002,4
741375659,13964,5958,200,100,Q,2003,1
741375660,16105,5958,200,100,Q,2003,2
741375661,14987,5958,200,100,Q,2003,3
741375662,16848,5958,200,100,Q,2003,4
741375666,15007,5958,200,100,Q,2004,1
741375667,15766,5958,200,100,Q,2004,2
741375668,15891,5958,200,100,Q,2004,3
741375669,17388,5958,200,100,Q,2004,4
741375673,15666,5958,200,100,Q,2005,1
741375674,16313,5958,200,100,Q,2005,2
741375675,16795,5958,200,100,Q,2005,3
741375676,17827,5958,200,100,Q,2005,4
741375680,17075,5958,200,100,Q,2006,1
741375681,17752,5958,200,100,Q,2006,2
741375682,18188,5958,200,100,Q,2006,3
741375683,18879,5958,200,100,Q,2006,4
741375687,18042,5958,200,100,Q,2007,1
741375688,18815,5958,200,100,Q,2007,2
741375689,19265,5958,200,100,Q,2007,3
741375690,20092,5958,200,100,Q,2007,4
741375694,18960,5958,200,100,Q,2008,1
741375695,19594,5958,200,100,Q,2008,2
741375696,20022,5958,200,100,Q,2008,3
741375697,21571,5958,200,100,Q,2008,4
741375701,19996,5958,200,100,Q,2009,1
741375702,21095,5958,200,100,Q,2009,2
741375703,21654,5958,200,100,Q,2009,3
741375704,23763,5958,200,100,Q,2009,4
741375708,21392,5958,200,100,Q,2010,1
741375709,21987,5958,200,100,Q,2010,2
741375710,22288,5958,200,100,Q,2010,3
741375711,23478,5958,200,100,Q,2010,4
741375715,21855,5958,200,100,Q,2011,1
741375716,22912,5958,200,100,Q,2011,2
741375717,23239,5958,200,100,Q,2011,3
741375718,24699,5958,200,100,Q,2011,4
741375722,22724,5958,200,100,Q,2012,1
741375723,23348,5958,200,100,Q,2012,2
741375724,23658,5958,200,100,Q,2012,3
741375725,24756,5958,200,100,Q,2012,4
741375729,22717,5958,200,100,Q,2013,1
741375730,23481,5958,200,100,Q,2013,2
741375731,23710,5958,200,100,Q,2013,3
741375732,24700,5958,200,100,Q,2013,4
741375748,9234,5958,200,100,R,2000,1
741375749,10561,5958,200,100,R,2000,2
741375750,9910,5958,200,100,R,2000,3
741375751,11423,5958,200,100,R,2000,4
741375755,10228,5958,200,100,R,2001,1
741375756,11987,5958,200,100,R,2001,2
741375757,11381,5958,200,100,R,2001,3
741375758,13009,5958,200,100,R,2001,4
741375762,10640,5958,200,100,R,2002,1
741375763,12447,5958,200,100,R,2002,2
741375764,11590,5958,200,100,R,2002,3
741375765,13357,5958,200,100,R,2002,4
741375769,11695,5958,200,100,R,2003,1
741375770,13217,5958,200,100,R,2003,2
741375771,12295,5958,200,100,R,2003,3
741375772,14341,5958,200,100,R,2003,4
741375776,12552,5958,200,100,R,2004,1
741375777,13727,5958,200,100,R,2004,2
741375778,13329,5958,200,100,R,2004,3
741375779,15554,5958,200,100,R,2004,4
741375783,13649,5958,200,100,R,2005,1
741375784,14533,5958,200,100,R,2005,2
741375785,14670,5958,200,100,R,2005,3
741375786,15886,5958,200,100,R,2005,4
741375790,14524,5958,200,100,R,2006,1
741375791,15433,5958,200,100,R,2006,2
741375792,15322,5958,200,100,R,2006,3
741375793,16631,5958,200,100,R,2006,4
741375797,15527,5958,200,100,R,2007,1
741375798,16471,5958,200,100,R,2007,2
741375799,16197,5958,200,100,R,2007,3
741375800,17697,5958,200,100,R,2007,4
741375804,16571,5958,200,100,R,2008,1
741375805,17149,5958,200,100,R,2008,2
741375806,17031,5958,200,100,R,2008,3
741375807,18786,5958,200,100,R,2008,4
741375811,16808,5958,200,100,R,2009,1
741375812,18235,5958,200,100,R,2009,2
741375813,18253,5958,200,100,R,2009,3
741375814,20006,5958,200,100,R,2009,4
741375818,17960,5958,200,100,R,2010,1
741375819,18454,5958,200,100,R,2010,2
741375820,18316,5958,200,100,R,2010,3
741375821,19712,5958,200,100,R,2010,4
741375825,17874,5958,200,100,R,2011,1
741375826,18489,5958,200,100,R,2011,2
741375827,18190,5958,200,100,R,2011,3
741375828,19695,5958,200,100,R,2011,4
741375832,18185,5958,200,100,R,2012,1
741375833,18926,5958,200,100,R,2012,2
741375834,19012,5958,200,100,R,2012,3
741375835,22079,5958,200,100,R,2012,4
741375839,18461,5958,200,100,R,2013,1
741375840,19219,5958,200,100,R,2013,2
741375841,18860,5958,200,100,R,2013,3
741375842,20632,5958,200,100,R,2013,4
741375858,9111,5958,200,100,S,2000,1
741375859,10105,5958,200,100,S,2000,2
741375860,9648,5958,200,100,S,2000,3
741375861,11033,5958,200,100,S,2000,4
741375865,9943,5958,200,100,S,2001,1
741375866,11052,5958,200,100,S,2001,2
741375867,10617,5958,200,100,S,2001,3
741375868,12038,5958,200,100,S,2001,4
741375872,10864,5958,200,100,S,2002,1
741375873,12027,5958,200,100,S,2002,2
741375874,11636,5958,200,100,S,2002,3
741375875,13310,5958,200,100,S,2002,4
741375879,11864,5958,200,100,S,2003,1
741375880,13027,5958,200,100,S,2003,2
741375881,12423,5958,200,100,S,2003,3
741375882,14455,5958,200,100,S,2003,4
741375886,12395,5958,200,100,S,2004,1
741375887,13481,5958,200,100,S,2004,2
741375888,13139,5958,200,100,S,2004,3
741375889,14966,5958,200,100,S,2004,4
741375893,13195,5958,200,100,S,2005,1
741375894,13883,5958,200,100,S,2005,2
741375895,13765,5958,200,100,S,2005,3
741375896,15446,5958,200,100,S,2005,4
741375900,14144,5958,200,100,S,2006,1
741375901,14849,5958,200,100,S,2006,2
741375902,14651,5958,200,100,S,2006,3
741375903,16176,5958,200,100,S,2006,4
741375907,14985,5958,200,100,S,2007,1
741375908,15776,5958,200,100,S,2007,2
741375909,15762,5958,200,100,S,2007,3
741375910,17194,5958,200,100,S,2007,4
741375914,16136,5958,200,100,S,2008,1
741375915,16067,5958,200,100,S,2008,2
741375916,16148,5958,200,100,S,2008,3
741375917,17614,5958,200,100,S,2008,4
741375921,15872,5958,200,100,S,2009,1
741375922,16764,5958,200,100,S,2009,2
741375923,16709,5958,200,100,S,2009,3
741375924,17782,5958,200,100,S,2009,4
741375928,16016,5958,200,100,S,2010,1
741375929,16696,5958,200,100,S,2010,2
741375930,16775,5958,200,100,S,2010,3
741375931,17728,5958,200,100,S,2010,4
741375935,17062,5958,200,100,S,2011,1
741375936,17442,5958,200,100,S,2011,2
741375937,17618,5958,200,100,S,2011,3
741375938,18321,5958,200,100,S,2011,4
741375942,17434,5958,200,100,S,2012,1
741375943,17707,5958,200,100,S,2012,2
741375944,17731,5958,200,100,S,2012,3
741375945,18540,5958,200,100,S,2012,4
741375949,17328,5958,200,100,S,2013,1
741375950,17836,5958,200,100,S,2013,2
741375951,17907,5958,200,100,S,2013,3
741375952,18535,5958,200,100,S,2013,4
741379882,,316,80403,200,A,2000,1
741379883,,316,80403,200,A,2000,2
741379884,,316,80403,200,A,2000,3
741379885,,316,80403,200,A,2000,4
741379889,,316,80403,200,A,2001,1
741379890,170,316,80403,200,A,2001,2
741379891,,316,80403,200,A,2001,3
741379892,,316,80403,200,A,2001,4
741379896,,316,80403,200,A,2002,1
741379897,,316,80403,200,A,2002,2
741379898,,316,80403,200,A,2002,3
741379899,,316,80403,200,A,2002,4
741379903,149,316,80403,200,A,2003,1
741379904,,316,80403,200,A,2003,2
741379905,,316,80403,200,A,2003,3
741379906,,316,80403,200,A,2003,4
741379910,,316,80403,200,A,2004,1
741379911,,316,80403,200,A,2004,2
741379912,,316,80403,200,A,2004,3
741379913,,316,80403,200,A,2004,4
741379917,,316,80403,200,A,2005,1
741379918,138,316,80403,200,A,2005,2
741379919,,316,80403,200,A,2005,3
741379920,,316,80403,200,A,2005,4
741379924,,316,80403,200,A,2006,1
741379925,,316,80403,200,A,2006,2
741379926,,316,80403,200,A,2006,3
741379927,,316,80403,200,A,2006,4
741379931,,316,80403,200,A,2007,1
741379932,,316,80403,200,A,2007,2
741379933,,316,80403,200,A,2007,3
741379934,,316,80403,200,A,2007,4
741379938,116,316,80403,200,A,2008,1
741379939,,316,80403,200,A,2008,2
741379940,,316,80403,200,A,2008,3
741379941,,316,80403,200,A,2008,4
741379945,,316,80403,200,A,2009,1
741379946,,316,80403,200,A,2009,2
741379947,,316,80403,200,A,2009,3
741379948,,316,80403,200,A,2009,4
741379952,,316,80403,200,A,2010,1
741379953,,316,80403,200,A,2010,2
741379954,,316,80403,200,A,2010,3
741379955,,316,80403,200,A,2010,4
741379959,,316,80403,200,A,2011,1
741379960,,316,80403,200,A,2011,2
741379961,105,316,80403,200,A,2011,3
741379962,,316,80403,200,A,2011,4
741379966,95,316,80403,200,A,2012,1
741379967,,316,80403,200,A,2012,2
741379968,,316,80403,200,A,2012,3
741379969,,316,80403,200,A,2012,4
741379973,,316,80403,200,A,2013,1
741379974,,316,80403,200,A,2013,2
741379975,,316,80403,200,A,2013,3
741379976,,316,80403,200,A,2013,4
741379992,,316,80403,200,B,2000,1
741379993,,316,80403,200,B,2000,2
741379994,59,316,80403,200,B,2000,3
741379995,,316,80403,200,B,2000,4
741379999,,316,80403,200,B,2001,1
741380000,58,316,80403,200,B,2001,2
741380001,,316,80403,200,B,2001,3
741380002,57,316,80403,200,B,2001,4
741380006,,316,80403,200,B,2002,1
741380007,54,316,80403,200,B,2002,2
741380008,,316,80403,200,B,2002,3
741380009,,316,80403,200,B,2002,4
741380013,,316,80403,200,B,2003,1
741380014,,316,80403,200,B,2003,2
741380015,,316,80403,200,B,2003,3
741380016,,316,80403,200,B,2003,4
741380020,,316,80403,200,B,2004,1
741380021,,316,80403,200,B,2004,2
741380022,47,316,80403,200,B,2004,3
741380023,,316,80403,200,B,2004,4
741380027,,316,80403,200,B,2005,1
741380028,,316,80403,200,B,2005,2
741380029,,316,80403,200,B,2005,3
741380030,46,316,80403,200,B,2005,4
741380034,,316,80403,200,B,2006,1
741380035,,316,80403,200,B,2006,2
741380036,,316,80403,200,B,2006,3
741380037,,316,80403,200,B,2006,4
741380041,42,316,80403,200,B,2007,1
741380042,,316,80403,200,B,2007,2
741380043,,316,80403,200,B,2007,3
741380044,,316,80403,200,B,2007,4
741380048,,316,80403,200,B,2008,1
741380049,,316,80403,200,B,2008,2
741380050,,316,80403,200,B,2008,3
741380051,,316,80403,200,B,2008,4
741380055,,316,80403,200,B,2009,1
741380056,38,316,80403,200,B,2009,2
741380057,,316,80403,200,B,2009,3
741380058,,316,80403,200,B,2009,4
741380062,,316,80403,200,B,2010,1
741380063,,316,80403,200,B,2010,2
741380064,36,316,80403,200,B,2010,3
741380065,,316,80403,200,B,2010,4
741380069,,316,80403,200,B,2011,1
741380070,,316,80403,200,B,2011,2
741380071,,316,80403,200,B,2011,3
741380072,,316,80403,200,B,2011,4
741380076,,316,80403,200,B,2012,1
741380077,,316,80403,200,B,2012,2
741380078,,316,80403,200,B,2012,3
741380079,,316,80403,200,B,2012,4
741380083,,316,80403,200,B,2013,1
741380084,33,316,80403,200,B,2013,2
741380085,,316,80403,200,B,2013,3
741380086,,316,80403,200,B,2013,4
741380102,,316,80403,200,C,2000,1
741380103,1181,316,80403,200,C,2000,2
741380104,,316,80403,200,C,2000,3
741380105,,316,80403,200,C,2000,4
741380109,,316,80403,200,C,2001,1
741380110,1227,316,80403,200,C,2001,2
741380111,,316,80403,200,C,2001,3
741380112,,316,80403,200,C,2001,4
741380116,,316,80403,200,C,2002,1
741380117,,316,80403,200,C,2002,2
741380118,,316,80403,200,C,2002,3
741380119,,316,80403,200,C,2002,4
741380123,,316,80403,200,C,2003,1
741380124,,316,80403,200,C,2003,2
741380125,,316,80403,200,C,2003,3
741380126,,316,80403,200,C,2003,4
741380130,,316,80403,200,C,2004,1
741380131,,316,80403,200,C,2004,2
741380132,,316,80403,200,C,2004,3
741380133,,316,80403,200,C,2004,4
741380137,,316,80403,200,C,2005,1
741380138,,316,80403,200,C,2005,2
741380139,,316,80403,200,C,2005,3
741380140,,316,80403,200,C,2005,4
741380144,1177,316,80403,200,C,2006,1
741380145,1185,316,80403,200,C,2006,2
741380146,,316,80403,200,C,2006,3
741380147,,316,80403,200,C,2006,4
741380151,,316,80403,200,C,2007,1
741380152,,316,80403,200,C,2007,2
741380153,1231,316,80403,200,C,2007,3
741380154,,316,80403,200,C,2007,4
741380158,,316,80403,200,C,2008,1
741380159,,316,80403,200,C,2008,2
741380160,,316,80403,200,C,2008,3
741380161,,316,80403,200,C,2008,4
741380165,,316,80403,200,C,2009,1
741380166,,316,80403,200,C,2009,2
741380167,,316,80403,200,C,2009,3
741380168,,316,80403,200,C,2009,4
741380172,,316,80403,200,C,2010,1
741380173,1035,316,80403,200,C,2010,2
741380174,,316,80403,200,C,2010,3
741380175,1056,316,80403,200,C,2010,4
741380179,,316,80403,200,C,2011,1
741380180,,316,80403,200,C,2011,2
741380181,,316,80403,200,C,2011,3
741380182,,316,80403,200,C,2011,4
741380186,,316,80403,200,C,2012,1
741380187,,316,80403,200,C,2012,2
741380188,,316,80403,200,C,2012,3
741380189,,316,80403,200,C,2012,4
741380193,,316,80403,200,C,2013,1
741380194,,316,80403,200,C,2013,2
741380195,,316,80403,200,C,2013,3
741380196,,316,80403,200,C,2013,4
741380212,,316,80403,200,D,2000,1
741380213,,316,80403,200,D,2000,2
741380214,,316,80403,200,D,2000,3
741380215,50,316,80403,200,D,2000,4
741380219,,316,80403,200,D,2001,1
741380220,,316,80403,200,D,2001,2
741380221,,316,80403,200,D,2001,3
741380222,,316,80403,200,D,2001,4
741380226,47,316,80403,200,D,2002,1
741380227,,316,80403,200,D,2002,2
741380228,,316,80403,200,D,2002,3
741380229,,316,80403,200,D,2002,4
741380233,45,316,80403,200,D,2003,1
741380234,,316,80403,200,D,2003,2
741380235,,316,80403,200,D,2003,3
741380236,44,316,80403,200,D,2003,4
741380240,,316,80403,200,D,2004,1
741380241,,316,80403,200,D,2004,2
741380242,,316,80403,200,D,2004,3
741380243,42,316,80403,200,D,2004,4
741380247,,316,80403,200,D,2005,1
741380248,40,316,80403,200,D,2005,2
741380249,,316,80403,200,D,2005,3
741380250,38,316,80403,200,D,2005,4
741380254,,316,80403,200,D,2006,1
741380255,,316,80403,200,D,2006,2
741380256,,316,80403,200,D,2006,3
741380257,,316,80403,200,D,2006,4
741380261,,316,80403,200,D,2007,1
741380262,,316,80403,200,D,2007,2
741380263,34,316,80403,200,D,2007,3
741380264,,316,80403,200,D,2007,4
741380268,,316,80403,200,D,2008,1
741380269,,316,80403,200,D,2008,2
741380270,,316,80403,200,D,2008,3
741380271,,316,80403,200,D,2008,4
741380275,,316,80403,200,D,2009,1
741380276,,316,80403,200,D,2009,2
741380277,,316,80403,200,D,2009,3
741380278,,316,80403,200,D,2009,4
741380282,,316,80403,200,D,2010,1
741380283,,316,80403,200,D,2010,2
741380284,,316,80403,200,D,2010,3
741380285,,316,80403,200,D,2010,4
741380289,,316,80403,200,D,2011,1
741380290,,316,80403,200,D,2011,2
741380291,,316,80403,200,D,2011,3
741380292,,316,80403,200,D,2011,4
741380296,,316,80403,200,D,2012,1
741380297,,316,80403,200,D,2012,2
741380298,,316,80403,200,D,2012,3
741380299,,316,80403,200,D,2012,4
741380303,,316,80403,200,D,2013,1
741380304,,316,80403,200,D,2013,2
741380305,,316,80403,200,D,2013,3
741380306,,316,80403,200,D,2013,4
741380322,,316,80403,200,E,2000,1
741380323,,316,80403,200,E,2000,2
741380324,,316,80403,200,E,2000,3
741380325,,316,80403,200,E,2000,4
741380329,,316,80403,200,E,2001,1
741380330,,316,80403,200,E,2001,2
741380331,,316,80403,200,E,2001,3
741380332,,316,80403,200,E,2001,4
741380336,,316,80403,200,E,2002,1
741380337,,316,80403,200,E,2002,2
741380338,,316,80403,200,E,2002,3
741380339,,316,80403,200,E,2002,4
741380343,,316,80403,200,E,2003,1
741380344,,316,80403,200,E,2003,2
741380345,,316,80403,200,E,2003,3
741380346,,316,80403,200,E,2003,4
741380350,,316,80403,200,E,2004,1
741380351,,316,80403,200,E,2004,2
741380352,53,316,80403,200,E,2004,3
741380353,,316,80403,200,E,2004,4
741380357,,316,80403,200,E,2005,1
741380358,,316,80403,200,E,2005,2
741380359,53,316,80403,200,E,2005,3
741380360,,316,80403,200,E,2005,4
741380364,,316,80403,200,E,2006,1
741380365,,316,80403,200,E,2006,2
741380366,,316,80403,200,E,2006,3
741380367,,316,80403,200,E,2006,4
741380371,52,316,80403,200,E,2007,1
741380372,,316,80403,200,E,2007,2
741380373,,316,80403,200,E,2007,3
741380374,53,316,80403,200,E,2007,4
741380378,,316,80403,200,E,2008,1
741380379,,316,80403,200,E,2008,2
741380380,54,316,80403,200,E,2008,3
741380381,,316,80403,200,E,2008,4
741380385,,316,80403,200,E,2009,1
741380386,,316,80403,200,E,2009,2
741380387,51,316,80403,200,E,2009,3
741380388,,316,80403,200,E,2009,4
741380392,,316,80403,200,E,2010,1
741380393,,316,80403,200,E,2010,2
741380394,,316,80403,200,E,2010,3
741380395,50,316,80403,200,E,2010,4
741380399,,316,80403,200,E,2011,1
741380400,,316,80403,200,E,2011,2
741380401,,316,80403,200,E,2011,3
741380402,51,316,80403,200,E,2011,4
741380406,50,316,80403,200,E,2012,1
741380407,,316,80403,200,E,2012,2
741380408,,316,80403,200,E,2012,3
741380409,,316,80403,200,E,2012,4
741380413,50,316,80403,200,E,2013,1
741380414,,316,80403,200,E,2013,2
741380415,,316,80403,200,E,2013,3
741380416,51,316,80403,200,E,2013,4
741380432,,316,80403,200,F,2000,1
741380433,,316,80403,200,F,2000,2
741380434,,316,80403,200,F,2000,3
741380435,,316,80403,200,F,2000,4
741380439,,316,80403,200,F,2001,1
741380440,268,316,80403,200,F,2001,2
741380441,,316,80403,200,F,2001,3
741380442,271,316,80403,200,F,2001,4
741380446,,316,80403,200,F,2002,1
741380447,,316,80403,200,F,2002,2
741380448,,316,80403,200,F,2002,3
741380449,,316,80403,200,F,2002,4
741380453,,316,80403,200,F,2003,1
741380454,,316,80403,200,F,2003,2
741380455,,316,80403,200,F,2003,3
741380456,,316,80403,200,F,2003,4
741380460,,316,80403,200,F,2004,1
741380461,,316,80403,200,F,2004,2
741380462,,316,80403,200,F,2004,3
741380463,259,316,80403,200,F,2004,4
741380467,249,316,80403,200,F,2005,1
741380468,,316,80403,200,F,2005,2
741380469,,316,80403,200,F,2005,3
741380470,,316,80403,200,F,2005,4
741380474,,316,80403,200,F,2006,1
741380475,,316,80403,200,F,2006,2
741380476,,316,80403,200,F,2006,3
741380477,,316,80403,200,F,2006,4
741380481,,316,80403,200,F,2007,1
741380482,,316,80403,200,F,2007,2
741380483,,316,80403,200,F,2007,3
741380484,,316,80403,200,F,2007,4
741380488,,316,80403,200,F,2008,1
741380489,,316,80403,200,F,2008,2
741380490,,316,80403,200,F,2008,3
741380491,269,316,80403,200,F,2008,4
741380495,257,316,80403,200,F,2009,1
741380496,,316,80403,200,F,2009,2
741380497,,316,80403,200,F,2009,3
741380498,,316,80403,200,F,2009,4
741380502,,316,80403,200,F,2010,1
741380503,,316,80403,200,F,2010,2
741380504,,316,80403,200,F,2010,3
741380505,255,316,80403,200,F,2010,4
741380509,,316,80403,200,F,2011,1
741380510,,316,80403,200,F,2011,2
741380511,,316,80403,200,F,2011,3
741380512,,316,80403,200,F,2011,4
741380516,,316,80403,200,F,2012,1
741380517,,316,80403,200,F,2012,2
741380518,,316,80403,200,F,2012,3
741380519,,316,80403,200,F,2012,4
741380523,,316,80403,200,F,2013,1
741380524,,316,80403,200,F,2013,2
741380525,,316,80403,200,F,2013,3
741380526,217,316,80403,200,F,2013,4
741380542,,316,80403,200,G,2000,1
741380543,,316,80403,200,G,2000,2
741380544,,316,80403,200,G,2000,3
741380545,,316,80403,200,G,2000,4
741380549,,316,80403,200,G,2001,1
741380550,450,316,80403,200,G,2001,2
741380551,451,316,80403,200,G,2001,3
741380552,,316,80403,200,G,2001,4
741380556,,316,80403,200,G,2002,1
741380557,,316,80403,200,G,2002,2
741380558,,316,80403,200,G,2002,3
741380559,,316,80403,200,G,2002,4
741380563,,316,80403,200,G,2003,1
741380564,,316,80403,200,G,2003,2
741380565,,316,80403,200,G,2003,3
741380566,,316,80403,200,G,2003,4
741380570,,316,80403,200,G,2004,1
741380571,,316,80403,200,G,2004,2
741380572,,316,80403,200,G,2004,3
741380573,,316,80403,200,G,2004,4
741380577,,316,80403,200,G,2005,1
741380578,,316,80403,200,G,2005,2
741380579,,316,80403,200,G,2005,3
741380580,,316,80403,200,G,2005,4
741380584,,316,80403,200,G,2006,1
741380585,,316,80403,200,G,2006,2
741380586,,316,80403,200,G,2006,3
741380587,,316,80403,200,G,2006,4
741380591,,316,80403,200,G,2007,1
741380592,,316,80403,200,G,2007,2
741380593,,316,80403,200,G,2007,3
741380594,,316,80403,200,G,2007,4
741380598,,316,80403,200,G,2008,1
741380599,,316,80403,200,G,2008,2
741380600,,316,80403,200,G,2008,3
741380601,,316,80403,200,G,2008,4
741380605,,316,80403,200,G,2009,1
741380606,,316,80403,200,G,2009,2
741380607,,316,80403,200,G,2009,3
741380608,,316,80403,200,G,2009,4
741380612,,316,80403,200,G,2010,1
741380613,,316,80403,200,G,2010,2
741380614,,316,80403,200,G,2010,3
741380615,,316,80403,200,G,2010,4
741380619,481,316,80403,200,G,2011,1
741380620,,316,80403,200,G,2011,2
741380621,,316,80403,200,G,2011,3
741380622,,316,80403,200,G,2011,4
741380626,,316,80403,200,G,2012,1
741380627,,316,80403,200,G,2012,2
741380628,,316,80403,200,G,2012,3
741380629,491,316,80403,200,G,2012,4
741380633,,316,80403,200,G,2013,1
741380634,,316,80403,200,G,2013,2
741380635,,316,80403,200,G,2013,3
741380636,,316,80403,200,G,2013,4
741380652,,316,80403,200,H,2000,1
741380653,,316,80403,200,H,2000,2
741380654,,316,80403,200,H,2000,3
741380655,,316,80403,200,H,2000,4
741380659,,316,80403,200,H,2001,1
